job,marital,education,age,balance,homeowner,loans,ln_default,day,contact,month,duration,campaign,pdays,previous,poutcome,RESP
admin.,married,secondary,60,12980,0.0,0.0,0.0,5,cellular,mar,115,1,-1,0,unknown,1
blue-collar,single,secondary,25,509,0.0,0.0,0.0,5,cellular,mar,418,1,-1,0,unknown,1
retired,married,tertiary,64,1644,0.0,0.0,0.0,5,telephone,mar,341,4,179,4,success,1
student,single,tertiary,26,294,0.0,0.0,0.0,5,cellular,mar,87,1,91,2,success,1
admin.,single,secondary,27,3529,0.0,1.0,0.0,5,cellular,mar,162,1,179,2,failure,0
retired,married,primary,68,451,0.0,0.0,0.0,5,cellular,mar,373,1,-1,0,unknown,1
blue-collar,married,primary,30,201,1.0,0.0,0.0,5,cellular,mar,116,7,186,13,success,0
technician,married,tertiary,30,3192,1.0,0.0,0.0,5,cellular,mar,172,2,-1,0,unknown,0
services,married,secondary,39,53,0.0,0.0,0.0,5,unknown,mar,257,1,394,1,failure,1
housemaid,married,tertiary,54,2473,0.0,0.0,0.0,5,cellular,mar,607,2,-1,0,unknown,1
unemployed,single,secondary,40,334,0.0,0.0,0.0,5,cellular,mar,219,1,91,6,other,1
admin.,married,secondary,46,0,1.0,0.0,0.0,5,cellular,mar,135,1,-1,0,unknown,0
retired,married,secondary,64,1220,0.0,0.0,0.0,5,cellular,mar,84,1,88,1,failure,0
management,married,tertiary,37,6771,0.0,0.0,0.0,5,cellular,mar,319,1,-1,0,unknown,1
services,married,secondary,36,52,1.0,0.0,0.0,5,cellular,mar,498,2,179,7,success,1
management,divorced,tertiary,33,2240,0.0,0.0,0.0,8,cellular,mar,264,2,278,1,success,1
admin.,married,tertiary,34,798,1.0,0.0,0.0,8,cellular,mar,284,2,-1,0,unknown,0
unemployed,single,primary,32,1429,0.0,0.0,0.0,8,cellular,mar,150,4,-1,0,unknown,0
self-employed,divorced,tertiary,49,3293,0.0,0.0,0.0,8,cellular,mar,111,3,585,6,other,0
management,married,tertiary,51,2635,0.0,0.0,0.0,8,cellular,mar,209,2,188,3,success,0
retired,married,tertiary,83,4761,0.0,0.0,0.0,8,telephone,mar,659,1,-1,0,unknown,1
student,single,unknown,45,1527,0.0,0.0,0.0,8,cellular,mar,132,1,-1,0,unknown,1
technician,married,tertiary,31,1570,1.0,0.0,0.0,8,cellular,mar,277,4,286,1,failure,1
student,single,unknown,38,444,0.0,0.0,0.0,8,cellular,mar,157,3,206,6,success,0
admin.,married,tertiary,51,0,1.0,1.0,0.0,8,cellular,mar,124,2,-1,0,unknown,1
unemployed,divorced,secondary,64,588,0.0,0.0,0.0,8,cellular,mar,409,1,-1,0,unknown,1
unemployed,married,secondary,59,957,0.0,0.0,0.0,8,cellular,mar,301,1,89,2,success,1
management,single,tertiary,33,224,0.0,0.0,0.0,8,cellular,mar,241,2,-1,0,unknown,1
blue-collar,married,unknown,36,444,0.0,0.0,0.0,8,cellular,mar,139,6,279,2,failure,0
management,married,tertiary,35,2161,0.0,0.0,0.0,9,cellular,mar,139,2,181,3,success,1
retired,married,unknown,69,426,0.0,0.0,0.0,9,telephone,mar,225,1,90,1,success,1
management,single,tertiary,31,147,0.0,0.0,0.0,9,cellular,mar,469,1,181,2,success,1
retired,married,primary,73,508,0.0,0.0,0.0,9,cellular,mar,176,1,-1,0,unknown,1
retired,divorced,primary,76,802,0.0,0.0,0.0,9,cellular,mar,241,1,181,5,success,1
technician,married,secondary,35,294,1.0,0.0,0.0,9,cellular,mar,301,1,90,4,success,1
management,single,tertiary,28,1825,0.0,0.0,0.0,9,cellular,mar,236,1,-1,0,unknown,1
management,married,tertiary,34,158,0.0,0.0,0.0,9,cellular,mar,212,3,181,6,success,1
management,married,tertiary,33,0,1.0,0.0,0.0,9,cellular,mar,305,1,326,1,success,1
services,married,secondary,36,4721,0.0,0.0,0.0,9,cellular,mar,288,2,90,3,success,1
management,married,unknown,44,282,0.0,0.0,0.0,9,cellular,mar,700,2,154,3,success,1
student,single,unknown,19,108,0.0,0.0,0.0,9,cellular,mar,273,2,182,1,success,1
management,single,tertiary,29,2344,1.0,0.0,0.0,9,cellular,mar,265,2,-1,0,unknown,0
management,single,tertiary,28,187,0.0,0.0,0.0,9,cellular,mar,295,1,-1,0,unknown,1
blue-collar,married,primary,51,3764,0.0,0.0,0.0,9,telephone,mar,450,3,181,6,success,1
unemployed,married,secondary,52,1416,0.0,0.0,0.0,10,cellular,mar,436,2,182,1,success,1
retired,married,secondary,61,2801,1.0,1.0,0.0,10,cellular,mar,239,1,-1,0,unknown,1
admin.,divorced,tertiary,51,66,1.0,0.0,0.0,10,cellular,mar,138,1,478,2,failure,0
admin.,single,secondary,29,1448,0.0,0.0,0.0,10,cellular,mar,217,1,184,7,other,0
retired,married,unknown,70,647,0.0,0.0,0.0,10,telephone,mar,152,1,348,1,failure,0
management,divorced,tertiary,46,461,0.0,0.0,0.0,10,cellular,mar,127,1,70,2,success,0
retired,married,primary,71,2171,0.0,0.0,0.0,10,cellular,mar,625,4,-1,0,unknown,0
management,married,tertiary,39,494,0.0,0.0,0.0,10,cellular,mar,106,2,478,3,failure,1
management,married,tertiary,58,1016,0.0,0.0,0.0,11,telephone,mar,78,2,91,1,failure,0
management,married,tertiary,37,0,0.0,0.0,0.0,11,cellular,mar,129,4,107,2,failure,0
admin.,single,tertiary,26,3730,1.0,0.0,0.0,11,cellular,mar,93,1,98,4,other,0
retired,married,primary,79,3025,0.0,0.0,0.0,11,telephone,mar,184,1,90,6,success,0
unemployed,married,secondary,37,1978,0.0,0.0,0.0,11,cellular,mar,335,1,-1,0,unknown,1
management,single,tertiary,29,1351,0.0,0.0,0.0,11,cellular,mar,228,1,91,1,failure,0
retired,married,primary,75,1765,0.0,0.0,0.0,11,telephone,mar,282,2,181,2,success,0
retired,married,primary,64,43,0.0,0.0,0.0,11,cellular,mar,117,1,91,1,success,0
management,divorced,tertiary,54,7010,0.0,0.0,0.0,11,cellular,mar,275,2,-1,0,unknown,0
self-employed,married,tertiary,33,1676,1.0,0.0,0.0,12,cellular,mar,102,2,184,2,failure,0
management,single,tertiary,27,948,1.0,0.0,0.0,12,cellular,mar,121,2,207,1,failure,0
retired,married,primary,80,155,0.0,0.0,0.0,12,telephone,mar,290,1,93,2,success,1
blue-collar,married,secondary,46,640,1.0,0.0,0.0,12,cellular,mar,215,1,182,4,success,1
admin.,married,secondary,61,4608,0.0,0.0,0.0,12,cellular,mar,212,1,-1,0,unknown,1
retired,married,secondary,72,951,0.0,1.0,0.0,12,cellular,mar,229,3,339,1,failure,1
management,married,tertiary,36,495,0.0,0.0,0.0,12,cellular,mar,213,3,182,6,success,1
management,single,tertiary,40,1509,0.0,0.0,0.0,15,cellular,mar,144,2,124,1,failure,0
management,married,tertiary,41,298,0.0,0.0,0.0,15,cellular,mar,209,2,315,4,failure,0
technician,married,secondary,33,1,1.0,0.0,0.0,15,cellular,mar,261,4,-1,0,unknown,0
student,single,secondary,27,3754,0.0,0.0,0.0,15,cellular,mar,106,3,98,1,other,0
retired,married,primary,77,29340,0.0,0.0,0.0,15,cellular,mar,257,1,91,2,other,1
retired,married,tertiary,74,1843,0.0,0.0,0.0,15,cellular,mar,192,1,185,2,success,1
management,married,tertiary,30,1077,0.0,0.0,0.0,15,cellular,mar,151,1,96,1,failure,0
student,single,unknown,25,839,0.0,0.0,0.0,15,cellular,mar,109,1,181,2,other,0
blue-collar,married,secondary,35,262,0.0,0.0,0.0,15,cellular,mar,427,1,181,3,success,1
admin.,married,secondary,42,16517,0.0,0.0,0.0,15,cellular,mar,549,5,203,4,failure,0
retired,divorced,primary,82,0,0.0,0.0,0.0,15,telephone,mar,506,2,195,1,other,1
admin.,single,secondary,33,206,1.0,0.0,0.0,15,cellular,mar,287,2,-1,0,unknown,0
retired,divorced,primary,67,2027,0.0,0.0,0.0,15,cellular,mar,161,2,-1,0,unknown,1
retired,married,tertiary,71,3561,0.0,0.0,0.0,15,telephone,mar,577,7,-1,0,unknown,1
retired,divorced,primary,75,852,0.0,0.0,0.0,15,cellular,mar,341,1,-1,0,unknown,0
admin.,divorced,secondary,41,6046,1.0,1.0,0.0,15,telephone,mar,300,6,182,2,success,1
blue-collar,married,primary,51,3844,0.0,0.0,0.0,15,cellular,mar,195,2,215,1,other,0
management,married,tertiary,42,1205,0.0,0.0,0.0,15,telephone,mar,129,1,188,2,success,0
blue-collar,divorced,tertiary,34,12409,0.0,0.0,0.0,16,cellular,mar,189,1,480,4,other,0
housemaid,single,secondary,38,465,1.0,0.0,0.0,16,cellular,mar,180,1,302,3,success,1
management,married,unknown,38,76,0.0,0.0,0.0,16,cellular,mar,261,1,-1,0,unknown,1
retired,married,secondary,60,8332,0.0,0.0,0.0,16,cellular,mar,279,1,194,7,other,1
housemaid,single,tertiary,47,3232,0.0,0.0,0.0,16,telephone,mar,294,1,274,2,failure,0
retired,divorced,secondary,60,514,0.0,0.0,0.0,16,cellular,mar,263,1,124,9,other,1
admin.,married,secondary,53,1796,0.0,0.0,0.0,16,telephone,mar,295,1,91,2,success,1
retired,married,secondary,61,5196,0.0,0.0,0.0,16,telephone,mar,244,2,95,4,other,0
management,married,tertiary,51,1612,0.0,0.0,0.0,16,cellular,mar,384,1,182,5,failure,0
management,single,tertiary,29,874,1.0,0.0,0.0,16,cellular,mar,231,1,181,2,success,1
retired,married,primary,70,3782,0.0,0.0,0.0,16,cellular,mar,618,1,-1,0,unknown,0
retired,married,primary,86,1817,0.0,0.0,0.0,16,cellular,mar,272,3,-1,0,unknown,0
retired,married,primary,64,2140,0.0,0.0,0.0,16,cellular,mar,881,3,155,2,failure,1
management,single,tertiary,32,1619,0.0,0.0,0.0,17,cellular,mar,184,1,321,2,success,0
admin.,married,secondary,28,897,0.0,0.0,0.0,17,cellular,mar,395,1,285,1,success,0
unemployed,single,secondary,35,295,0.0,0.0,0.0,17,unknown,mar,473,1,-1,0,unknown,1
student,single,tertiary,31,64,0.0,0.0,0.0,17,cellular,mar,181,2,183,3,failure,0
student,single,unknown,31,7826,0.0,0.0,0.0,17,telephone,mar,133,7,-1,0,unknown,0
self-employed,single,tertiary,22,780,0.0,0.0,0.0,17,cellular,mar,272,3,-1,0,unknown,1
services,divorced,secondary,54,0,0.0,0.0,0.0,18,cellular,mar,362,1,290,3,success,1
retired,married,secondary,59,2126,0.0,0.0,0.0,18,cellular,mar,359,1,343,1,failure,0
admin.,married,secondary,35,304,0.0,0.0,0.0,18,cellular,mar,237,1,-1,0,unknown,1
blue-collar,married,primary,58,1965,0.0,0.0,0.0,18,cellular,mar,125,1,-1,0,unknown,0
technician,single,tertiary,27,1976,0.0,0.0,0.0,18,cellular,mar,394,2,101,1,other,0
management,divorced,tertiary,46,624,0.0,0.0,0.0,18,cellular,mar,420,1,276,1,other,1
blue-collar,single,secondary,25,303,0.0,0.0,0.0,18,cellular,mar,265,1,-1,0,unknown,1
management,married,tertiary,46,273,1.0,0.0,0.0,18,cellular,mar,910,2,184,4,success,1
management,married,tertiary,59,3342,0.0,0.0,0.0,18,cellular,mar,467,2,188,6,other,1
retired,married,secondary,86,1503,0.0,0.0,0.0,18,telephone,mar,165,3,101,1,other,0
technician,single,secondary,35,1227,0.0,0.0,0.0,18,cellular,mar,593,4,90,6,other,1
technician,single,secondary,52,436,0.0,1.0,0.0,22,unknown,mar,95,1,-1,0,unknown,1
technician,single,secondary,22,283,1.0,0.0,0.0,22,cellular,mar,254,2,-1,0,unknown,1
management,single,tertiary,31,3384,0.0,0.0,0.0,22,cellular,mar,247,3,187,3,success,1
management,divorced,tertiary,43,2367,0.0,0.0,0.0,22,cellular,mar,173,2,181,4,success,1
management,single,tertiary,35,5958,1.0,0.0,0.0,22,cellular,mar,215,1,-1,0,unknown,1
admin.,married,secondary,60,3735,0.0,0.0,0.0,22,cellular,mar,248,1,90,10,success,1
technician,married,secondary,37,1458,0.0,0.0,0.0,22,cellular,mar,344,1,326,1,success,0
management,married,secondary,54,2693,0.0,0.0,0.0,22,cellular,mar,222,1,188,6,other,1
management,single,tertiary,27,6791,0.0,0.0,0.0,22,telephone,mar,174,2,229,28,success,0
retired,married,primary,72,4657,0.0,0.0,0.0,23,telephone,mar,255,1,91,8,success,1
unemployed,married,secondary,42,0,1.0,1.0,0.0,23,cellular,mar,158,1,330,12,failure,0
self-employed,single,tertiary,29,3290,0.0,0.0,0.0,23,cellular,mar,136,1,291,2,success,1
self-employed,single,tertiary,29,655,0.0,0.0,0.0,23,cellular,mar,273,1,-1,0,unknown,1
student,single,secondary,30,1681,0.0,0.0,0.0,23,cellular,mar,128,1,106,2,success,1
management,single,tertiary,28,866,0.0,0.0,0.0,23,cellular,mar,191,2,-1,0,unknown,1
services,married,secondary,43,774,0.0,0.0,0.0,25,cellular,mar,101,1,421,1,success,1
services,married,secondary,37,2678,0.0,0.0,0.0,25,cellular,mar,156,1,-1,0,unknown,1
management,single,secondary,46,5993,0.0,0.0,0.0,25,cellular,mar,151,1,184,2,failure,0
management,married,tertiary,62,3371,0.0,0.0,0.0,25,cellular,mar,187,1,178,2,success,1
student,single,unknown,20,179,0.0,0.0,0.0,25,cellular,mar,196,3,182,3,failure,0
management,married,tertiary,77,5619,0.0,0.0,0.0,25,cellular,mar,189,1,-1,0,unknown,0
management,single,tertiary,26,1370,0.0,0.0,0.0,25,cellular,mar,231,1,295,1,other,0
management,married,tertiary,57,10583,0.0,0.0,0.0,25,cellular,mar,272,1,178,6,success,1
services,married,secondary,58,307,0.0,0.0,0.0,25,telephone,mar,282,2,-1,0,unknown,0
student,married,tertiary,26,8750,0.0,0.0,0.0,26,cellular,mar,98,2,-1,0,unknown,0
housemaid,married,primary,57,780,0.0,0.0,0.0,26,cellular,mar,94,2,-1,0,unknown,0
management,single,tertiary,33,4176,0.0,0.0,0.0,26,cellular,mar,288,3,-1,0,unknown,1
management,single,tertiary,47,334,1.0,0.0,0.0,26,cellular,mar,360,1,326,8,failure,1
retired,married,secondary,60,2060,0.0,0.0,0.0,26,cellular,mar,454,1,88,3,other,0
technician,single,tertiary,39,393,0.0,0.0,0.0,26,cellular,mar,281,1,-1,0,unknown,1
management,married,tertiary,30,2994,1.0,0.0,0.0,26,cellular,mar,156,1,137,1,other,0
retired,divorced,primary,82,1419,0.0,0.0,0.0,26,telephone,mar,139,1,-1,0,unknown,0
retired,married,primary,59,4007,0.0,0.0,0.0,26,cellular,mar,157,2,116,4,failure,0
retired,married,primary,72,0,0.0,0.0,0.0,26,cellular,mar,201,3,191,3,failure,0
admin.,married,tertiary,35,957,1.0,0.0,0.0,26,cellular,mar,263,4,667,4,failure,0
management,married,tertiary,70,1295,0.0,0.0,0.0,26,cellular,mar,698,1,-1,0,unknown,0
self-employed,single,tertiary,30,916,0.0,0.0,0.0,29,cellular,mar,92,2,90,2,success,1
admin.,married,tertiary,36,1145,1.0,0.0,0.0,29,cellular,mar,198,2,181,3,failure,0
technician,married,secondary,45,2981,1.0,1.0,0.0,29,cellular,mar,88,3,311,3,failure,0
management,single,tertiary,31,4319,1.0,0.0,0.0,29,cellular,mar,515,2,334,5,failure,0
admin.,married,secondary,51,1204,0.0,0.0,0.0,29,cellular,mar,317,4,-1,0,unknown,0
management,single,tertiary,31,522,0.0,0.0,0.0,29,telephone,mar,113,4,-1,0,unknown,0
admin.,single,tertiary,28,832,0.0,0.0,0.0,29,telephone,mar,433,3,342,1,failure,1
technician,married,secondary,42,2152,0.0,0.0,0.0,30,cellular,mar,361,2,181,2,failure,0
admin.,married,secondary,40,3126,1.0,0.0,0.0,30,cellular,mar,186,2,90,5,failure,0
management,divorced,tertiary,57,3287,0.0,0.0,0.0,30,cellular,mar,277,2,337,1,success,1
services,single,secondary,23,488,0.0,0.0,0.0,30,cellular,mar,236,1,92,2,other,1
housemaid,single,tertiary,56,1947,0.0,0.0,0.0,30,unknown,mar,110,1,-1,0,unknown,1
management,single,tertiary,31,9629,0.0,0.0,0.0,30,cellular,mar,371,1,174,4,failure,0
admin.,single,tertiary,33,7608,0.0,0.0,0.0,30,cellular,mar,238,4,-1,0,unknown,1
admin.,divorced,tertiary,44,558,1.0,0.0,0.0,31,cellular,mar,262,2,-1,0,unknown,1
retired,divorced,primary,80,235,0.0,0.0,0.0,31,cellular,mar,577,1,223,3,other,1
management,married,tertiary,47,288,0.0,0.0,0.0,31,cellular,mar,193,1,181,1,success,1
student,single,secondary,27,6036,0.0,0.0,0.0,31,cellular,mar,175,1,181,1,failure,1
self-employed,single,tertiary,27,1393,0.0,0.0,0.0,31,cellular,mar,382,1,271,1,failure,0
blue-collar,married,primary,34,1666,1.0,0.0,0.0,31,unknown,mar,30,1,-1,0,unknown,0
management,single,tertiary,26,3,1.0,1.0,0.0,1,cellular,apr,149,1,350,1,success,1
management,married,tertiary,61,0,1.0,1.0,0.0,1,cellular,apr,158,1,115,2,failure,0
technician,divorced,secondary,50,0,0.0,0.0,0.0,1,cellular,apr,280,1,184,3,success,1
retired,married,secondary,84,81204,0.0,0.0,0.0,1,telephone,apr,390,1,94,3,success,1
retired,married,primary,86,5236,0.0,0.0,0.0,1,telephone,apr,558,2,-1,0,unknown,1
technician,single,secondary,33,234,0.0,0.0,0.0,1,cellular,apr,176,1,370,2,failure,0
management,married,unknown,46,2466,0.0,0.0,0.0,1,telephone,apr,216,3,370,1,failure,1
management,single,tertiary,26,7628,0.0,0.0,0.0,1,cellular,apr,263,1,-1,0,unknown,0
technician,married,secondary,45,1348,0.0,1.0,0.0,1,cellular,apr,358,2,-1,0,unknown,1
blue-collar,married,primary,60,7929,0.0,0.0,0.0,1,unknown,apr,111,1,-1,0,unknown,1
admin.,married,secondary,47,70,1.0,0.0,0.0,5,cellular,apr,144,4,374,2,success,1
blue-collar,married,secondary,53,3079,0.0,0.0,0.0,5,cellular,apr,759,1,-1,0,unknown,0
admin.,married,secondary,53,459,0.0,0.0,0.0,5,cellular,apr,558,1,-1,0,unknown,1
technician,single,tertiary,54,118,0.0,0.0,0.0,5,cellular,apr,280,1,-1,0,unknown,1
technician,married,secondary,54,2102,1.0,0.0,0.0,5,cellular,apr,547,1,626,2,failure,1
blue-collar,married,secondary,34,800,0.0,0.0,0.0,5,cellular,apr,144,1,-1,0,unknown,1
retired,married,tertiary,70,15834,0.0,0.0,0.0,5,cellular,apr,172,3,186,1,failure,0
management,married,secondary,44,2897,0.0,0.0,0.0,5,cellular,apr,296,1,180,4,other,0
student,single,secondary,19,394,0.0,0.0,0.0,5,cellular,apr,327,3,-1,0,unknown,1
student,single,secondary,24,4126,0.0,0.0,0.0,5,cellular,apr,907,4,185,7,failure,1
management,married,tertiary,49,3842,0.0,0.0,0.0,5,cellular,apr,163,1,186,3,failure,0
management,divorced,tertiary,39,224,0.0,0.0,0.0,5,cellular,apr,208,1,-1,0,unknown,1
technician,married,tertiary,53,9001,0.0,0.0,0.0,5,cellular,apr,170,1,-1,0,unknown,1
management,married,tertiary,50,5108,1.0,0.0,0.0,5,cellular,apr,874,2,108,3,success,0
admin.,divorced,secondary,34,961,0.0,0.0,0.0,5,cellular,apr,137,2,430,2,failure,0
management,single,unknown,29,560,0.0,0.0,0.0,5,cellular,apr,459,1,307,1,failure,1
management,married,tertiary,30,102,1.0,0.0,0.0,5,cellular,apr,470,7,426,3,other,1
blue-collar,married,primary,50,82,0.0,0.0,0.0,5,telephone,apr,456,1,-1,0,unknown,1
technician,single,tertiary,30,2325,0.0,0.0,0.0,5,cellular,apr,270,3,241,4,other,0
unemployed,married,tertiary,50,377,0.0,0.0,0.0,6,cellular,apr,283,1,319,3,failure,0
management,single,secondary,32,1088,1.0,0.0,0.0,6,cellular,apr,317,1,363,2,success,1
student,single,tertiary,27,13107,1.0,0.0,0.0,6,cellular,apr,661,1,314,2,failure,1
self-employed,single,tertiary,33,562,1.0,1.0,0.0,6,cellular,apr,196,1,363,1,failure,1
retired,married,secondary,80,8304,0.0,0.0,0.0,6,telephone,apr,681,1,118,11,success,0
management,single,tertiary,33,718,1.0,0.0,0.0,6,cellular,apr,122,1,98,2,success,1
retired,married,unknown,57,230,0.0,0.0,0.0,6,cellular,apr,177,2,210,3,failure,1
admin.,married,primary,58,1119,0.0,0.0,0.0,6,cellular,apr,122,4,341,2,failure,0
technician,single,tertiary,27,-67,1.0,0.0,0.0,6,cellular,apr,604,3,236,2,failure,1
admin.,married,secondary,37,0,1.0,0.0,0.0,8,cellular,apr,208,3,349,2,failure,0
management,married,tertiary,55,3848,1.0,0.0,0.0,8,cellular,apr,222,2,-1,0,unknown,1
entrepreneur,married,tertiary,46,9,0.0,0.0,0.0,8,cellular,apr,126,6,-1,0,unknown,0
retired,divorced,primary,78,1389,0.0,0.0,0.0,8,cellular,apr,335,1,-1,0,unknown,1
technician,divorced,unknown,43,4389,0.0,0.0,0.0,8,cellular,apr,618,1,-1,0,unknown,1
management,married,tertiary,34,3696,0.0,0.0,0.0,8,cellular,apr,758,2,160,5,other,1
management,single,tertiary,36,579,0.0,0.0,0.0,12,unknown,apr,481,1,-1,0,unknown,1
technician,single,secondary,36,12264,0.0,0.0,0.0,12,cellular,apr,158,2,-1,0,unknown,1
retired,married,primary,69,2398,0.0,0.0,0.0,12,cellular,apr,161,1,186,1,failure,0
management,single,tertiary,31,3289,0.0,0.0,0.0,12,cellular,apr,235,1,314,1,failure,0
technician,married,tertiary,50,0,0.0,1.0,0.0,12,cellular,apr,337,1,258,6,failure,0
technician,single,tertiary,29,218,1.0,0.0,0.0,12,cellular,apr,169,1,-1,0,unknown,0
retired,divorced,secondary,73,7111,1.0,0.0,0.0,12,cellular,apr,284,1,182,1,success,0
self-employed,single,tertiary,33,658,1.0,0.0,0.0,12,cellular,apr,93,1,173,2,success,0
management,single,tertiary,26,1646,0.0,0.0,0.0,12,cellular,apr,524,4,206,5,success,1
management,single,tertiary,29,502,0.0,0.0,0.0,12,cellular,apr,366,2,199,3,other,0
admin.,single,secondary,27,1327,0.0,0.0,0.0,12,cellular,apr,339,1,241,9,other,0
entrepreneur,divorced,tertiary,51,2109,0.0,0.0,0.0,12,cellular,apr,119,1,181,2,success,0
retired,divorced,secondary,71,3104,0.0,0.0,0.0,12,telephone,apr,271,1,187,1,failure,0
student,married,tertiary,29,10596,1.0,0.0,0.0,12,cellular,apr,143,1,-1,0,unknown,0
student,single,tertiary,25,293,0.0,0.0,0.0,12,cellular,apr,231,1,-1,0,unknown,0
retired,married,secondary,62,2917,0.0,0.0,0.0,12,cellular,apr,147,1,188,1,success,0
technician,married,secondary,33,5083,0.0,0.0,0.0,12,cellular,apr,175,1,-1,0,unknown,0
technician,married,secondary,35,2201,0.0,0.0,0.0,12,telephone,apr,350,1,-1,0,unknown,1
admin.,single,secondary,29,1992,0.0,0.0,0.0,12,cellular,apr,119,2,-1,0,unknown,0
blue-collar,single,unknown,35,484,0.0,0.0,0.0,12,cellular,apr,143,2,186,1,failure,0
admin.,married,secondary,31,1229,0.0,0.0,0.0,12,cellular,apr,176,1,-1,0,unknown,1
technician,married,secondary,56,147,0.0,0.0,0.0,12,cellular,apr,203,1,-1,0,unknown,0
unemployed,single,primary,25,129,0.0,0.0,0.0,12,cellular,apr,176,3,-1,0,unknown,1
housemaid,married,secondary,80,499,0.0,0.0,0.0,13,telephone,apr,224,2,393,4,failure,0
self-employed,divorced,tertiary,62,6,1.0,0.0,0.0,13,cellular,apr,103,1,182,3,success,1
admin.,married,secondary,49,197,1.0,0.0,0.0,13,cellular,apr,223,1,182,2,failure,1
management,single,tertiary,30,3779,0.0,0.0,0.0,13,cellular,apr,1093,1,-1,0,unknown,1
management,married,tertiary,62,0,0.0,0.0,0.0,13,cellular,apr,113,3,182,3,failure,0
blue-collar,single,secondary,25,1857,1.0,0.0,0.0,13,cellular,apr,295,4,187,6,success,1
management,single,tertiary,32,2016,0.0,0.0,0.0,13,cellular,apr,232,1,348,1,success,1
management,single,tertiary,36,436,0.0,0.0,0.0,13,cellular,apr,567,1,595,2,failure,1
