time,tweets,role
6/18/2014 6:52," ""@james_dodenc: @realDonaldTrump Mr Trump I hope you will be running for president in 2016. Obama's Incompetence Crippled America......."" [Twitter for Android] link",candidate
6/17/2014 3:32," ""@aollom864: @realDonaldTrump Are gas prices going to skyrocket due to instability in Iraq?"" No, due to a weak and incompetent U.S. Govt. [Twitter for Android] link",candidate
6/14/2014 6:56," Iran will convince our incompetent President that they are trying to help us with Iraq, take over the country & oil, and ""O"" will say thanks [Twitter for Android] link",candidate
6/4/2014 5:23, Are you allowed to impeach a president for gross incompetence? [Twitter for Android] link,candidate
6/3/2014 6:31, Only a grossly incompetent government led by an equally incompetent president could have made the terrible trade for Bergdahl. #OrangeRoom [Twitter for Android] link,candidate
6/2/2014 0:00,"Arsenio Hall ""ratings were terrible...Apprentice brought him back from the dead, but he blew it"" ",candidate
5/18/2014 7:29," 30,000 illegal immigrants with CRIMINAL RECORDS were released last year by our wonderful, though highly incompetent, government. So stupid! [Twitter for Android] link",candidate
5/7/2014 10:53, The global warming we should be worried about is the global warming caused by NUCLEAR WEAPONS in the hands of crazy or incompetent leaders! [Twitter for Android] link,candidate
5/5/2014 0:00,". Seth Meyers ""can’t do a simple interview...stumbling & mumbling"" ",candidate
5/2/2014 0:00,". Seth Meyers ""so unnatural and uncomfortable...bad interviewer, marbles in his mouth"" ",candidate
5/2/2014 0:00,". Seth Meyers ""just doesn't have what it takes...very awkward and insecure"" ",candidate
5/2/2014 0:00,". Vanity Fair Editor Graydon Carter ""loser with bad food restaurants"" ",candidate
4/20/2014 0:00,"Arianna Huffington ""ugly both inside and out"" ",candidate
4/5/2014 11:18," ""@racrboi90: @realDonaldTrump What influenced you to go into politics?"" It will be the total incompetence of politicians and our ""leaders""! [Twitter for Android] link",candidate
4/4/2014 0:00,". Michael Smerconish ""he has got nothing going...can't believe that @CNN would waste time and money"" ",candidate
4/3/2014 0:00,"Arsenio Hall ""very ungrateful...absolutely dying in the ratings"" ",candidate
3/17/2014 0:00,". NY Times' Gail Collins ""the least talented of all is frumpy Gail Collins"" ",candidate
3/15/2014 4:31," Frumpy and very dumb Gail Collins, an editorial writer at The New York Times, is so lucky to even have a job. Check her out - incompetent! [Twitter for Android] link",candidate
3/10/2014 0:00,"CNBC ""ratings are going down the tubes"" ",candidate
3/2/2014 0:00,". Vanity Fair Editor Graydon Carter ""sissy...owner of bad food restaurants...his V.F. Oscar party is no longer ""hot"""" ",candidate
2/23/2014 0:00,"Buzzfeed's McKay Coppins ""very dumb reporter",candidate
2/19/2014 0:00,"Buzzfeed's McKay Coppins ""sleazebag blogger...irrelevant @BuzzFeed"" ",candidate
2/18/2014 0:00,"BuzzFeed ""true garbage with no credibility"" ",candidate
2/18/2014 0:00,"Buzzfeed ""I wonder how much money dumb @BuzzFeed...loooose each year...zero credibility...totally irrelevant and sad!"" ",candidate
2/18/2014 0:00,"Buzzfeed's Ben Smith ""is that really his last name?...a total mess"" ",candidate
2/18/2014 0:00,"Buzzfeed's McKay Coppins ""third rate @BuzzFeed site & slimebag reporter"" ",candidate
2/15/2014 0:00,"Buzzfeed's McKay Coppins ""failed and dishonest reporter...irrelevant buzzfeed"" ",candidate
1/26/2014 4:43, Do you really believe our once great country can continue to survive with incompetent leadership. The answer is no and we better move fast! [Twitter for Android] link,candidate
1/11/2014 3:02," Now that the ObamaCare website contractor has been terminated for obvious incompetence, is the person who hired them going to be fired? [Twitter for Android] link",candidate
12/17/2013 8:56, Who thinks that President Obama is totally incompetent? [Twitter for Android] link,candidate
12/4/2013 0:00,". MSNBC's Martin Bashir ""sleazebag...forced to resign from @msnbc...pathetic apology"" ",candidate
12/2/2013 0:00,". GQ Magazine ""dying...no longer relevant—won’t be around long!"" ",candidate
11/24/2013 8:23," How much longer are we expected to put up with the world's most incompetent leader - ObamaCare, Iran, Syria, bads deals. JUST NEVER ENDS [Twitter for Android] link",candidate
11/24/2013 7:50," I will be on Fox & Friends tomorrow morning at 7. Will be discussing basic stupidity and incompetence, of which our ""leaders"" have plenty! [Twitter for Android] link",candidate
11/13/2013 10:03," The same people that built the ObamaCare website used, as the face of the website, someone who is not a US citizen. Incompetent. [Twitter Web Client] link",candidate
11/6/2013 9:23, She is so sad and pathetic that I almost feel sorry for Sec.Sebelius. She has done great harm to many people and must be fired. Incompetent! [Twitter for Android] link,candidate
11/5/2013 5:48, Lies and incompetence - the two words that are most closely associated with ObamaCare! [Twitter for Android] link,candidate
10/21/2013 0:00,". Vanity Fair ""doing so poorly...Graydon Carter should’ve been fired a long time ago"" ",candidate
10/18/2013 5:48," The contract to build the ObamaCare website was given to a CANADIAN company for $55, 744, 081. It then bloated to $292, 071,067 INCOMPETENCE [Twitter for Android] link",candidate
10/18/2013 0:00,". NY Mag ""dishonest writers...failure"" ",candidate
10/18/2013 0:00,". NY Mag's Dan Amira ""doing so poorly...with an idiot Sr. Editor"" ",candidate
10/3/2013 2:35, @TheTinaBeast’s continued incompetence has led to more people losing their jobs http://t.co/W6d60Oiecc She's a perpetual job loser. [Twitter Web Client] link,candidate
9/18/2013 8:40, Lightweight A.G. Eric Schneiderman is perhaps the most incompetent and least respected A.G. in the U.S. He is a total joke! [Twitter for Android] link,candidate
9/15/2013 6:09, @FloydMayweather The judge who called the fight a draw should be thrown out of boxing-it wasn't even close. She is incompetent (or worse) [Twitter for Android] link,candidate
8/30/2013 4:33," ""@OneMikex: @realDonaldTrump he's to soft of a president"" Incompetent would be a better word! [Twitter for Android] link",candidate
8/30/2013 2:17, Is everyone seeing how incompetently our country is being run by watching the mess with Syria? Our leaders don't know what they are doing! [Twitter for Android] link,candidate
8/30/2013 0:00,". MSNBC's Toure Neblett ""racist moron...truly stupid guy"" ",candidate
8/29/2013 0:00,"CNBC ""ratings are really low, worst in many years"" ",candidate
8/29/2013 0:00,". MSNBC ""ratings have sunk even lower in 2013...prime time down 50%"" ",candidate
8/20/2013 0:00,"Bryant Gumbel ""one of the dumbest racists around...an arrogant dope with no talent...failed at CBS"" ",candidate
8/12/2013 0:00,". Huffington Post ""failing...so much false junk about me...BE CAREFUL"" ",candidate
8/9/2013 0:00,"Chuck Todd ""sleepy eyes...one of the dumbest voices in politics"" ",candidate
8/1/2013 0:00,"Chris Matthews ""ratings are at new historic lows...single-handedly destroying the entire @msnbc channel"" ",candidate
8/1/2013 0:00,"Chris Matthews ""is he drinking again?"" ",candidate
7/26/2013 6:08," ""@JohnTorcasio: @realDonaldTrump is what happened to Detroit a good thing (long term) ??? It has been sliding for decades."" Incompetence [Twitter for Android] link",candidate
7/17/2013 0:00,". Rolling Stone ""a dead magazine with big downward circulation"" ",candidate
5/17/2013 0:00,". NY Mag's Jonathan Chait ""no-talent illiterate hack...@NYMag is a piece of garbage"" ",candidate
5/1/2013 0:00,". Time Magazine ""looks really flimsy like a free handout at a parking lot! The sad end is coming"" ",candidate
4/30/2013 0:00,". MSNBC's Lawrence O'Donnell ""poor man's left wing @oreillyfactor",candidate
4/27/2013 0:00,". Tom Brokaw ""marble mouth...BORING TOM"" ",candidate
4/26/2013 0:00,". Time Magazine ""a joke...soon be dead"" ",candidate
4/22/2013 0:00,". MSNBC ""dead last, in the gutter, in their Boston bombing coverage"" ",candidate
4/16/2013 0:00,"Chris Matthews ""he gets dumber each & every year--& started from a very low base"" ",candidate
4/16/2013 0:00,"Chris Matthews ""lowest IQ on television"" ",candidate
3/19/2013 0:00,"Chris Matthews ""really dumb guy ",candidate
3/15/2013 0:00,". NY Mag's John Heilemann ""boring & failing...3rd rate political reporter"" ",candidate
3/14/2013 0:00,". MSNBC's Ed Schultz ""truly a guy who shouldn't be on tv"" ",candidate
3/6/2013 0:00,". NY Mag's John Heilemann ""lightweight reporter...timebomb waiting to explode...nervous and sad mess!"" ",candidate
2/8/2013 8:00, Is @karlrove incompetent? 400 million dollars down the drain and not 1 victory! [Mobile Web (M5)] link,candidate
2/1/2013 8:43, Chuck Hagel showed gross incompetence before yesterdays Senate panel...our new Secretary of Defense. [Twitter Web Client] link,candidate
1/25/2013 0:00,". Palm Beach Post ""one of the country’s dumbest newspapers...should be put to sleep"" ",candidate
1/18/2013 0:00,"Deadspin ""total losers...bad complexions"" ",candidate
1/9/2013 9:52," @Samco42 No, but I hate incompetence. [Twitter Web Client] link",candidate
1/9/2013 0:00,"CNN's Martin Bashir ""surprised to find out he is on TV...who knew?!"" ",candidate
12/19/2012 0:00,". Vanity Fair ""looks like a dying magazine! Really really boring, really really thin!"" ",candidate
12/19/2012 0:00,". Vanity Fair Editor Graydon Carter ""dummy...a real loser!"" ",candidate
11/24/2012 0:00,". NY Daily News ""dying"" ",candidate
11/12/2012 0:00,"BBC ""no surprise that is in a major scandal for shoddy journalism...zero credibility"" ",candidate
11/5/2012 2:12," In ’08, America voted for Hope & Change. Instead, we got incompetency. Now it is time to put a real job creator in office. Vote 4 Mitt! [Twitter Web Client] link",candidate
10/26/2012 0:00,". Time Magazine ""lost all credibility when they didn't include me in their Top 100"" ",candidate
10/25/2012 0:00,". Michelle Malkin ""she is a dummy--just look at her past"" ",candidate
10/9/2012 0:00,". George Will ""political moron...last month he said Romney couldn't win"" ",candidate
10/8/2012 0:00,"Chuck Todd ""sleepy eyes...an absolute joke of a reporter"" ",candidate
9/26/2012 0:00,"Associated Press ""shameful reporting...no credibility"" ",candidate
9/17/2012 1:46," Via @digitaljournal: ""Donald Trump tweets Obama is 'an incompetent President'"" http://t.co/KuTnUOqB [Twitter Web Client] link",candidate
9/14/2012 12:26," Via @starpulse: ""Donald Trump Calls Barack Obama 'Incompetent'"" http://t.co/Z5HjJFqj [Twitter Web Client] link",candidate
9/14/2012 3:04, First Obama says Egypt is not an ally. Then he promises to keep handing over aid http://t.co/AQVEdKZn Incompetent and unqualified. [Twitter Web Client] link,candidate
9/13/2012 8:14, This is all about American weakness and an incompetent President. [Twitter Web Client] link,candidate
8/16/2012 0:00,". Huffington Post ""such a loser--it will die just as AOL is dying"" ",candidate
8/15/2012 0:00,". Salon's Alex Pareene ""lightweight reporter...known as a total joke in political circles"" ",candidate
8/9/2012 4:01, The Penn State Board should resign based on the grossly incompetent way they handled the NCAA. They gave away (cont) http://t.co/gxoxLUdk [TwitLonger Beta] link,candidate
7/19/2012 0:00,". Vanity Fair's Juli Weiner ""really dumb blogger for failing...magazine whose ads are down almost 18%"" ",candidate
6/5/2012 0:00,". USA Today ""boring newspaper with no mojo--must be losing a fortune"" ",candidate
6/4/2012 1:43, Welcome to the new reality-- be careful. Retirement ages will be pushed to 80 due to the incompetence of our leaders. http://t.co/PAOcLPbh [Twitter Web Client] link,candidate
5/14/2012 0:00,". Time Magazine ""cover showing late age breast feeding is disgusting--sad"" ",candidate
4/9/2012 0:00,". Vanity Fair ""failing badly...sales are plummeting...third rate stalkers"" ",candidate
3/5/2012 0:00,". George Will ""most overrated political pundit...take away his little round glasses and his greasy hair style and he is just another dummy"" ",candidate
2/22/2012 0:00,"David Letterman ""so boring and mundane...world-shattering poor performance at the Academy Awards a number of years ago"" ",candidate
2/22/2012 0:00,"ESPN's Rick Reilly ""may be the worst reporter...he gets away with murder"" ",candidate
2/3/2012 0:00,". MSNBC's Lawrence O'Donnell ""dumbest political commentator on television...total loser--a face made for radio!"" ",candidate
12/15/2011 0:00,". Time Magazine ""so biased"" ",candidate
12/12/2011 0:00,". MSNBC ""network that few watch and is very negative"" ",candidate
11/28/2011 10:21," The failure of the ""Super Committee"" shows Washington has truly incompetent leaders. #TimeToGetTough [TweetDeck] link",candidate
10/20/2011 12:56," Bob Beckel, a commentator for FOX is bad for the @FoxNews brand: @BobBeckel is close to incompetent. [TweetDeck] link",candidate
